1767,1,0.307395
2500,2,0.40622
2500,2,0.400669
3535,4,0.621319
3535,4,0.621641
3535,4,0.6306
3535,4,0.633896
5000,8,0.891526
5000,8,0.892357
5000,8,0.887228
5000,8,0.908523
5000,8,0.892105
5000,8,0.907623
5000,8,0.908787
5000,8,0.891703
7071,16,1.39474
7071,16,1.40388
7071,16,1.39218
7071,16,1.40682
7071,16,1.40536
7071,16,1.40358
7071,16,1.40606
7071,16,1.39401
7071,16,1.3896
7071,16,1.39373
7071,16,1.40323
7071,16,1.40541
7071,16,1.39245
7071,16,1.39247
7071,16,1.3926
7071,16,1.39226
10000,32,2.72042
10000,32,2.73097
10000,32,2.72452
10000,32,2.71123
10000,32,2.71928
10000,32,2.70991
10000,32,2.71182
10000,32,2.70849
10000,32,2.71124
10000,32,2.70865
10000,32,2.70707
10000,32,2.72278
10000,32,2.71432
10000,32,2.71161
10000,32,2.71534
10000,32,2.7251
10000,32,2.71836
10000,32,2.70872
10000,32,2.71932
10000,32,2.72381
10000,32,2.69965
10000,32,2.71795
10000,32,2.71041
10000,32,2.71518
10000,32,2.7104
10000,32,2.71656
10000,32,2.71315
10000,32,2.70895
10000,32,2.71891
10000,32,2.70277
10000,32,2.72066
10000,32,2.71092
